t,x,y,z,odom_yaw,cx,cy,cz,label,rot1,rot2,rot3,rot4,rot5,rot6,rot7,rot8,rot9
1713602429917497455,3.38862,-0.0832449,0.817602,0.414071,3.41244,-0.0502656,0.14575,Three,0.983465,-0.0272588,0.179036,0.0327915,0.999069,-0.0280163,-0.178106,0.0334239,0.983444
1713602429928554498,3.41906,-0.0929067,0.825096,0.426218,3.44397,-0.05916,0.147405,Three,0.983467,-0.0272486,0.179028,0.0327749,0.999071,-0.0279832,-0.178099,0.0333882,0.983446
1713602429936710685,3.42667,-0.0991618,0.827466,0.445889,3.45205,-0.0652411,0.148218,Three,0.983469,-0.0272453,0.179014,0.0327732,0.999071,-0.0279942,-0.178085,0.0333983,0.983448
1713602429942512738,3.4159,-0.103048,0.825504,0.469179,3.44121,-0.0694752,0.148139,Three,0.983473,-0.0272302,0.178997,0.032756,0.999071,-0.0279878,-0.178068,0.0333885,0.983452
1713602429952886278,3.41463,-0.11074,0.825987,0.49487,3.44026,-0.077002,0.148574,Three,0.98347,-0.0272911,0.179001,0.0328167,0.99907,-0.0279805,-0.178071,0.0333922,0.983451
1713602429959530328,3.24729,-0.105924,0.789872,-0.717534,3.26909,-0.0767486,0.143108,Three,0.983476,-0.0272694,0.178973,0.032796,0.99907,-0.0279929,-0.178043,0.0334,0.983456
1713602429967523564,3.35992,-0.118157,0.814843,0.560145,3.38466,-0.0858983,0.147211,Three,0.983476,-0.0272901,0.178972,0.0328112,0.99907,-0.0279613,-0.178043,0.0333715,0.983457
1713602429974488909,3.43617,-0.127041,0.832636,0.548123,3.46307,-0.0928455,0.150895,Three,0.983479,-0.0272699,0.178955,0.0327933,0.99907,-0.0279788,-0.178026,0.0333851,0.983459
1713602429984507919,3.45199,-0.134757,0.837251,0.570735,3.47968,-0.100119,0.152268,Three,0.983474,-0.0272815,0.178981,0.0328045,0.99907,-0.0279707,-0.178051,0.0333798,0.983455
1713602429991572279,3.45607,-0.139831,0.838493,0.586965,3.48404,-0.105077,0.152634,Three,0.983476,-0.0272823,0.178971,0.0327957,0.999072,-0.0279196,-0.178043,0.0333277,0.983458
1713602429997502425,3.45499,-0.143733,0.838882,0.607131,3.48316,-0.108969,0.153014,Three,0.983472,-0.0272977,0.178989,0.0328147,0.999071,-0.0279345,-0.17806,0.0333463,0.983454
1713602430008296433,3.42867,-0.149068,0.83386,0.647407,3.45652,-0.115055,0.152659,Three,0.983477,-0.0272918,0.178966,0.0328163,0.99907,-0.0279812,-0.178036,0.0333918,0.983457
1713602430016674981,3.48028,-0.157426,0.84635,0.656267,3.50974,-0.122213,0.155482,Three,0.983478,-0.0272512,0.178963,0.032782,0.99907,-0.0280197,-0.178033,0.0334235,0.983457
1713602430022517108,3.49044,-0.161579,0.849332,0.668666,3.52037,-0.126123,0.156536,Three,0.983482,-0.0272485,0.178944,0.0327771,0.99907,-0.0280117,-0.178014,0.0334143,0.98346
