1715195916165231065,2.51436,-0.693683,0.0564359,0.0537853,-0.634095,Three
1715195916169245465,2.54457,-0.706084,0.0568167,0.0369308,-0.619882,Three
1715195916177274265,2.53077,-0.708548,0.056548,0.0830396,-0.67122,Three
1715195916185303065,2.51745,-0.711306,0.0565231,0.120964,-0.7137,Three
1715195916189317465,2.52033,-0.715296,0.056625,0.127854,-0.722915,Three
1715195916197346265,2.51412,-0.719733,0.0567623,0.161593,-0.761516,Three
1715195916201360665,2.5165,-0.723683,0.0568273,0.171255,-0.773544,Three
1715195916209389465,2.53098,-0.734575,0.0569968,0.188471,-0.795893,Three
1715195916217418265,2.47151,-0.722632,0.0562647,0.242067,-0.853334,Three
1715195916221432665,2.55266,-0.750685,0.0566088,0.213359,-0.827903,Three
1715195916229461465,2.5364,-0.751598,0.056821,0.251887,-0.870506,Three
1715195916237490265,2.55035,-0.762176,0.0566506,0.27084,-0.894163,Three
1715195916241504665,2.55116,-0.765446,0.0566893,0.285169,-0.910613,Three
1715195916249533465,2.56031,-0.774341,0.056581,0.305282,-0.934963,Three
1715195916253547865,2.55871,-0.776928,0.0566654,0.320796,-0.952629,Three
1715195916261576665,2.57988,-0.789762,0.056496,0.337069,-0.973531,Three
1715195916269605465,2.61203,-0.806477,0.057087,0.347366,-0.98833,Three
1715195916273619865,2.94548,-0.530666,0.0505204,-1.0534,0.668876,Three
1715195916281648665,3.06473,-0.559209,0.0499167,-0.997455,0.609813,Three
1715195916289677465,2.74585,-0.868073,0.0582276,0.355856,-1.00995,Three
1715195916293691865,2.7253,-0.865143,0.0584108,0.379628,-1.03706,Three
1715195916321792665,2.92311,-0.55952,0.0523687,-0.882016,0.470705,Three
1715195916325807065,2.88762,-0.55381,0.0525852,-0.884217,0.470687,Three
1715195916333835865,2.77672,-0.536697,0.0532788,-0.899088,0.480139,Three
1715195916341864665,2.75786,-0.539023,0.0536101,-0.88026,0.456195,Three
1715195916345879065,2.70213,-0.530182,0.0538757,-0.894068,0.467505,Three
1715195916353907865,2.70234,-0.536379,0.0539139,-0.86086,0.429714,Three
1715195916361936665,2.69307,-0.540728,0.0536354,-0.841321,0.405586,Three
1715195916365951065,2.67365,-0.539724,0.0539588,-0.83388,0.395264,Three
1715195916373979865,2.66405,-0.543926,0.0533335,-0.81195,0.368759,Three
1715195916382008665,2.64463,-0.545779,0.0533885,-0.799287,0.351089,Three
1715195916386023065,2.64012,-0.548158,0.0533119,-0.785047,0.334359,Three
1715195916394051865,2.64844,-0.556601,0.0533222,-0.750352,0.295926,Three
1715195916402080665,2.64448,-0.562474,0.0535918,-0.724093,0.264246,Three
1715195916406095065,2.64459,-0.565726,0.0534618,-0.711901,0.249812,Three
1715195916414123865,2.60043,-0.56217,0.0533735,-0.717081,0.24999,Three
1715195916422152665,2.61759,-0.572995,0.0533954,-0.675781,0.204366,Three
1715195916430181465,2.62389,-0.581867,0.0529268,-0.641468,0.163914,Three
1715195916434195865,2.6163,-0.583741,0.052726,-0.633195,0.152997,Three
1715195916442224665,2.60648,-0.588356,0.0524468,-0.614108,0.128895,Three
1715195916450253465,2.62889,-0.601193,0.0525074,-0.556919,0.0671675,Three
1715195916454267865,2.59605,-0.596373,0.052381,-0.584056,0.0917759,Three
1715195916462296665,2.6127,-0.607711,0.0521834,-0.527229,0.0295206,Three
1715195916470325465,2.59557,-0.61111,0.0523689,-0.52793,0.0241809,Three
1715195916478354265,2.60326,-0.620581,0.0523815,-0.481071,-0.0274691,Three
1715195916482368665,2.59445,-0.621681,0.0524606,-0.491685,-0.0197474,Three
1715195916490397465,2.59327,-0.629118,0.0530255,-0.446605,-0.0703144,Three
1715195916498426265,2.60215,-0.639051,0.053092,-0.437212,-0.085711,Three
1715195916502440665,2.61696,-0.647235,0.0529667,-0.353148,-0.172935,Three
1715195916510469465,2.59127,-0.649018,0.0523648,-0.404441,-0.128925,Three
1715195916518498265,2.59684,-0.657756,0.0525091,-0.339754,-0.198325,Three
1715195916526527065,2.57642,-0.660796,0.0520242,-0.380004,-0.164908,Three
1715195916534555865,2.57755,-0.669063,0.0520727,-0.303099,-0.246587,Three
1715195916542584665,2.58738,-0.679504,0.0521363,-0.277181,-0.278554,Three
1715195916546599065,2.5764,-0.679945,0.0520653,-0.282004,-0.27609,Three
1715195916554627865,2.55457,-0.680707,0.0518327,-0.259243,-0.3041,Three
1715195916562656665,2.56207,-0.690576,0.0517069,-0.246511,-0.322083,Three
1715195916566671065,2.56629,-0.696143,0.0514893,-0.2115,-0.359519,Three
1715195916574699865,2.56748,-0.70386,0.0515898,-0.230306,-0.345892,Three
1715195916582728665,2.56863,-0.711819,0.0509194,-0.194733,-0.386802,Three
1715195916590757465,2.56168,-0.7177,0.0513347,-0.178832,-0.408404,Three
1715195916598786265,2.55698,-0.723859,0.05153,-0.142908,-0.449765,Three
1715195916602800665,2.55158,-0.725695,0.0512616,-0.132718,-0.462445,Three
1715195916606815065,2.55304,-0.729971,0.0512773,-0.140265,-0.457673,Three
1715195916614843865,2.55196,-0.7378,0.051197,-0.0999782,-0.503757,Three
1715195916618858265,2.55417,-0.741996,0.0508769,-0.108812,-0.49846,Three
1715195916626887065,2.55738,-0.750188,0.0514056,-0.0996564,-0.512695,Three
1715195916630901465,2.57112,-0.758583,0.0511003,-0.0893594,-0.526329,Three
1715195916638930265,2.55855,-0.761608,0.0504664,-0.051982,-0.567576,Three
1715195916642944665,2.55942,-0.765572,0.0505378,-0.0358055,-0.586309,Three
1715195916650973465,2.56618,-0.774464,0.0507423,-0.021253,-0.605839,Three
1715195916654987865,2.53893,-0.76958,0.0507367,0.0296009,-0.659505,Three
1715195916663016665,2.54127,-0.777477,0.0500215,0.0563753,-0.691164,Three
1715195916667031065,2.56056,-0.787865,0.0501058,0.0369632,-0.675178,Three
1715195916675059865,2.54891,-0.791913,0.0506563,0.0736433,-0.717924,Three
1715195916679074265,2.56335,-0.800627,0.0505838,0.0762015,-0.722826,Three
1715195916687103065,2.56487,-0.808733,0.0501013,0.095326,-0.747465,Three
1715195916695131865,2.54487,-0.809724,0.0497686,0.133725,-0.791804,Three
1715195916703160665,2.57377,-0.826813,0.0501353,0.140561,-0.803798,Three
1715195916711189465,2.57764,-0.835323,0.0500859,0.162771,-0.831136,Three
1715195916719218265,2.63529,-0.863795,0.0498857,0.147437,-0.822282,Three
1715195916727247065,2.66632,-0.881782,0.0495689,0.14931,-0.828705,Three
1715195916731261465,2.69335,-0.89581,0.0495796,0.15106,-0.834148,Three
1715195916763376665,2.97626,-0.617253,0.0592104,-1.08057,0.640315,Three
1715195916767391065,2.69253,-0.929565,0.0515041,0.288418,-0.998536,Three
1715195916775419865,2.66835,-0.927584,0.0521092,0.331105,-1.04648,Three
1715195916779434265,2.66422,-0.92978,0.0523795,0.347919,-1.0659,Three
1715195916783448665,2.63596,-0.922122,0.0520149,0.37204,-1.09167,Three
1715195916791477465,2.62064,-0.922958,0.0520684,0.406358,-1.13078,Three
1715195916795491865,2.69448,-0.581215,0.0572265,-1.05616,0.593846,Three
1715195916803520665,2.70579,-0.590911,0.056671,-1.01878,0.551474,Three
1715195916807535065,2.65708,-0.582835,0.0571095,-1.02647,0.556747,Three
1715195916815563865,2.67667,-0.595638,0.0562662,-0.989432,0.513622,Three
