t,x,y,z,odom_yaw,cx,cy,cz,label,rot1,rot2,rot3,rot4,rot5,rot6,rot7,rot8,rot9
1714313103653340279,3.77797,-1.10153,-0.516388,0.224918,3.96769,0.090437,-0.047965,Three,0.946445,-0.300153,-0.118958,0.306143,0.95133,0.0353317,0.102564,-0.0698577,0.99227
1714313103658994957,3.76876,-1.10221,-0.515323,0.362787,3.95906,0.0869254,-0.0477874,Three,0.94645,-0.300133,-0.118962,0.306124,0.951336,0.035337,0.102567,-0.0698617,0.99227
1714313103664606955,3.717,-1.09051,-0.508761,0.296718,3.90578,0.0823435,-0.0474038,Three,0.946458,-0.300109,-0.118961,0.306099,0.951344,0.0353375,0.102567,-0.0698592,0.99227
1714313103670176705,3.46963,-1.02095,-0.477226,0.652913,3.64703,0.0738318,-0.0462644,Three,0.946463,-0.300086,-0.118982,0.306079,0.95135,0.0353499,0.102585,-0.0698751,0.992267
1714313103675904046,3.53291,-1.04269,-0.485851,0.602043,3.71447,0.0722291,-0.0467437,Three,0.946459,-0.300089,-0.119,0.306084,0.951348,0.0353542,0.102601,-0.0698854,0.992265
1714313103681549708,3.47512,-1.02915,-0.478688,0.632563,3.65486,0.0676486,-0.0464867,Three,0.946461,-0.300082,-0.119006,0.306077,0.95135,0.0353446,0.102611,-0.0698774,0.992264
1714313103687781618,3.67345,-1.0922,-0.503634,0.278875,3.86447,0.0674589,-0.046455,Three,0.946463,-0.300074,-0.119013,0.306068,0.951354,0.035334,0.102621,-0.0698683,0.992264
1714313103695455229,3.64823,-1.08902,-0.500156,0.327757,3.83923,0.0628803,-0.0457679,Three,0.946462,-0.300071,-0.119025,0.306065,0.951355,0.0353315,0.102633,-0.0698693,0.992262
1714313103702378469,3.64882,-1.09258,-0.500492,0.317452,3.84089,0.0596051,-0.045788,Three,0.946466,-0.300057,-0.119026,0.306053,0.951358,0.0353481,0.102629,-0.069884,0.992262
1714313103920049340,3.89326,-1.25722,-0.537403,-0.0361648,4.12603,-0.0234396,-0.0464248,Three,0.946476,-0.300085,-0.118881,0.306069,0.951354,0.0353281,0.102497,-0.0698231,0.99228
1714313103926610283,3.93533,-1.27298,-0.54316,-0.0385831,4.17126,-0.0257501,-0.0467311,Three,0.946475,-0.300089,-0.11888,0.306072,0.951353,0.0353283,0.102495,-0.0698232,0.99228
1714313103940315173,3.83576,-1.24481,-0.528926,-0.162606,4.06688,-0.0289608,-0.0447254,Three,0.946476,-0.300078,-0.118893,0.306065,0.951354,0.0353448,0.102503,-0.0698418,0.992278
1714313104034208497,3.91853,-0.918236,-0.524091,0.813338,4.04667,0.306914,-0.0543158,Three,0.946501,-0.300005,-0.11888,0.306,0.951372,0.0354334,0.102469,-0.0699151,0.992276
