t,x,y,z,yaw1,yaw2,label
1714224625128644851,3.3775,1.02461,-0.527548,-0.436695,1.00537,Three
1714224625135850284,3.33584,1.00552,-0.520346,-0.427872,0.99182,Three
1714224625143079012,3.37354,1.01074,-0.527187,-0.387454,0.947148,Three
1714224625150624442,3.37096,1.00265,-0.526213,-0.363225,0.920275,Three
1714224625157628608,3.38604,1.00064,-0.528847,-0.336546,0.89226,Three
1714224625164189539,3.36911,0.988988,-0.526014,-0.311636,0.865088,Three
1714224625170989059,3.32592,0.969293,-0.518625,-0.308645,0.854913,Three
1714224625177687234,3.3907,0.981204,-0.529854,-0.259828,0.805162,Three
1714224625184555374,3.38791,0.972525,-0.529535,-0.234165,0.777455,Three
1714224625191727335,2.92908,0.833175,-0.450068,0.959252,-0.404977,Three
1714224625198619287,2.75772,0.778684,-0.420948,0.995363,-0.436852,Three
1714224625205725975,3.29915,0.924256,-0.515925,-0.21802,0.752352,Three
1714224625212737915,3.34177,0.928273,-0.522858,-0.159976,0.689181,Three
1714224625219482162,3.35657,0.924188,-0.525457,-0.121966,0.650934,Three
1714224625226585420,3.3553,0.915718,-0.525379,-0.0946793,0.61921,Three
1714224625233710878,3.35483,0.906844,-0.525524,-0.0615873,0.584695,Three
1714224625240839527,3.30149,0.884082,-0.516421,-0.0967684,0.609593,Three
1714224625248132711,3.34822,0.887723,-0.524037,-0.0205032,0.531041,Three
1714224625255096985,3.36019,0.88236,-0.526226,0.0118219,0.50039,Three
1714224625261185342,3.35925,0.874663,-0.525869,0.0614021,0.438477,Three
1714224625266959705,3.31824,0.857076,-0.518544,0.0239354,0.481458,Three
1714224625272948743,3.31586,0.84842,-0.518318,0.0201042,0.478234,Three
1714224625278899270,3.27459,0.831075,-0.511174,-0.0109538,0.50617,Three
1714224625284842608,3.31705,0.834238,-0.518031,0.0725828,0.419453,Three
1714224625290981439,3.3143,0.825505,-0.517687,0.14463,0.343362,Three
1714224625297900379,3.32917,0.820323,-0.519941,0.261336,0.222213,Three
1714224625304894849,3.31284,0.807092,-0.516975,0.140528,0.336933,Three
1714224625311980822,3.27633,0.789293,-0.510733,0.0915111,0.382108,Three
1714224625319144621,3.30122,0.785136,-0.514686,0.163977,0.302269,Three
1714224625326667035,3.30753,0.777761,-0.515584,0.248883,0.2132,Three
1714224625334052347,3.27655,0.759491,-0.509893,0.136076,0.319509,Three
1714224625341155223,3.30427,0.756901,-0.514309,0.184652,0.268804,Three
1714224625348755700,3.26847,0.739001,-0.507752,0.13423,0.317308,Three
1714224625355911168,3.30253,0.736311,-0.512747,0.186947,0.251291,Three
1714224625363194833,3.27287,0.720073,-0.507956,0.352849,0.0877204,Three
1714224625370670690,3.2912,0.713791,-0.511066,0.29973,0.131318,Three
1714224625376763308,3.28329,0.704384,-0.509604,0.0856729,0.347342,Three
1714224625383886881,3.3169,0.701397,-0.514259,0.224231,0.194371,Three
1714224625391046340,3.30432,0.689816,-0.512018,0.0707658,0.349687,Three
1714224625398126364,3.31741,0.682761,-0.514289,0.348107,0.0654553,Three
1714224625405542567,3.29259,0.667605,-0.509181,0.409083,0.000726282,Three
1714224625412594078,3.29185,0.657986,-0.508336,0.41358,-0.011198,Three
1714224625419835183,3.2995,0.65083,-0.508778,-0.0215787,0.423457,Three
1714224625426790895,3.36141,0.653332,-0.518014,0.350356,0.0423149,Three
1714224625433561775,3.28773,0.629919,-0.505444,0.493556,-0.103375,Three
1714224625440499796,3.34135,0.63111,-0.513608,0.454202,-0.0681713,Three
1714224625447628187,3.34338,0.62206,-0.513215,0.47276,-0.0950932,Three
1714224625454505725,3.32221,0.608912,-0.509098,0.528113,-0.15147,Three
1714224625461555723,3.35593,0.605751,-0.514322,0.52868,-0.157342,Three
1714224625468317533,3.36445,0.598543,-0.515176,0.534668,-0.169375,Three
1714224625475067798,3.34896,0.586951,-0.51202,0.573109,-0.210496,Three
1714224625481841173,3.37129,0.582288,-0.514453,0.577959,-0.21877,Three
1714224625488635720,3.39762,0.577903,-0.518332,0.597329,-0.244578,Three
1714224625495638418,3.39889,0.568975,-0.518333,0.618325,-0.268404,Three
1714224625502708637,3.39218,0.558781,-0.516612,0.64049,-0.296328,Three
1714224625509530797,2.87042,0.466009,-0.426708,-0.561871,0.885943,Three
1714224625516307371,3.42524,0.546878,-0.520688,0.678441,-0.341473,Three
1714224625523409077,3.40187,0.534354,-0.515916,0.717852,-0.385425,Three
1714224625530326703,3.4641,0.535505,-0.526017,0.709834,-0.381278,Three
1714224625537205929,3.40775,0.518359,-0.515677,0.76003,-0.434398,Three
1714224625544067088,3.46415,0.518394,-0.524197,0.759745,-0.439472,Three
1714224625550788213,3.43986,0.50677,-0.519287,0.799951,-0.484165,Three
1714224625557601149,3.47549,0.504135,-0.52423,0.809435,-0.494974,Three
1714224625564434440,3.47646,0.495847,-0.523593,0.831339,-0.521382,Three
1714224625571266140,3.48154,0.488689,-0.523117,0.853986,-0.549936,Three
1714224625578069902,3.57855,0.854559,-0.543013,-0.592195,1.03648,Three
1714224625584962939,3.56788,0.845129,-0.541451,-0.56613,1.00901,Three
1714224625592036988,3.57273,0.839471,-0.542369,-0.543813,0.982601,Three
1714224625599180499,3.57522,0.83269,-0.542836,-0.518714,0.958808,Three
1714224625606285618,3.52958,0.814717,-0.535996,-0.504887,0.937187,Three
1714224625613527872,3.52563,0.806116,-0.535608,-0.482319,0.914413,Three
1714224625620637339,3.49398,0.791327,-0.531086,-0.475005,0.901873,Three
1714224625627997743,3.48294,0.781142,-0.529455,-0.453373,0.876546,Three
1714224625635392633,3.53114,0.783936,-0.537056,-0.410599,0.829849,Three
1714224625642504318,3.49291,0.767816,-0.530637,-0.400961,0.818209,Three
1714224625649370818,3.49347,0.75991,-0.530802,-0.382147,0.795339,Three
1714224625656672013,3.54172,0.762452,-0.538275,-0.328604,0.740414,Three
1714224625663428840,3.5313,0.752575,-0.536734,-0.304477,0.712248,Three
1714224625670314114,3.48542,0.734727,-0.529133,-0.311114,0.713604,Three
1714224625677239604,3.48454,0.72669,-0.529192,-0.288765,0.686854,Three
1714224625684199367,3.49355,0.721244,-0.530715,-0.252309,0.65004,Three
1714224625691110772,3.49935,0.714158,-0.531846,-0.225905,0.620698,Three
1714224625698193356,3.5597,0.717808,-0.541442,-0.158463,0.556154,Three
1714224625705025116,3.54425,0.707332,-0.539129,-0.136368,0.52774,Three
1714224625711915915,3.50454,0.69116,-0.532424,-0.155473,0.537168,Three
1714224625719093157,3.50344,0.682527,-0.532321,-0.125547,0.502596,Three
1714224625725853671,3.49582,0.673502,-0.53048,-0.133456,0.504379,Three
1714224625733584719,3.45894,0.657373,-0.52439,-0.0943373,0.464695,Three
1714224625740534797,3.45372,0.648289,-0.523663,-0.107985,0.474304,Three
1714224625747249377,3.50959,0.650863,-0.532396,0.0174696,0.347778,Three
1714224625754278910,3.51297,0.643088,-0.532332,0.0198915,0.343039,Three
1714224625761182125,3.5113,0.634075,-0.532199,0.0556312,0.301525,Three
1714224625768108468,3.46316,0.617142,-0.524233,0.0337989,0.318722,Three
1714224625775089480,3.46389,0.608595,-0.524463,0.0819963,0.266617,Three
1714224625782097319,3.4645,0.600908,-0.524626,0.0330652,0.309537,Three
1714224625789170965,3.47757,0.594378,-0.526126,0.150698,0.190232,Three
1714224625796042060,3.48717,0.587378,-0.527298,0.0945348,0.237738,Three
1714224625803021280,3.4678,0.575477,-0.523939,0.0900859,0.239837,Three
1714224625810664486,3.45484,0.564456,-0.522066,0.0505312,0.272166,Three
1714224625817762691,3.45358,0.555542,-0.521316,0.116148,0.202475,Three
1714224625824770769,3.47296,0.549931,-0.524203,0.192924,0.123344,Three
1714224625832575819,3.41203,0.530354,-0.513952,0.336259,-0.024972,Three
1714224625839960651,3.45229,0.52803,-0.519628,0.0551082,0.251365,Three
1714224625846974100,3.4618,0.520943,-0.520982,0.109493,0.191525,Three
1714224625854634566,3.47196,0.513304,-0.522844,0.137028,0.157428,Three
1714224625861600884,3.43908,0.499654,-0.517204,0.322353,-0.0263736,Three
1714224625868621450,3.45837,0.493716,-0.520113,0.260465,0.0298668,Three
1714224625876669055,3.46864,0.4855,-0.520495,0.269176,0.0144052,Three
1714224625884276280,3.46822,0.476238,-0.520613,0.283232,-0.00391454,Three
1714224625891552839,3.44284,0.464083,-0.515666,0.353983,-0.0807045,Three
1714224625898677072,3.45168,0.45658,-0.516396,0.359541,-0.0947913,Three
1714224625905573046,3.48347,0.452284,-0.521286,0.335987,-0.0727212,Three
1714224625912680122,3.47899,0.443415,-0.520764,0.373383,-0.111936,Three
1714224625920676526,3.52918,0.440295,-0.528112,0.34231,-0.0838906,Three
1714224625927934282,3.50695,0.428562,-0.523797,0.397328,-0.144234,Three
1714224625934972121,3.47418,0.415968,-0.51828,0.447324,-0.200132,Three
1714224625942584884,3.47881,0.407634,-0.518537,0.471352,-0.227554,Three
1714224625949707795,3.52536,0.404596,-0.525,0.465344,-0.22895,Three
1714224625956599228,3.55117,0.399657,-0.528877,0.466802,-0.229579,Three
1714224625964705035,3.56052,0.391321,-0.529721,0.49642,-0.265793,Three
1714224625971882366,3.56547,0.383284,-0.529849,0.517777,-0.291778,Three
1714224625978866498,3.50652,0.368806,-0.520183,0.580587,-0.355241,Three
1714224625986668802,3.55896,0.365571,-0.52752,0.576404,-0.356299,Three
1714224625993705376,3.59272,0.360812,-0.531954,0.583158,-0.366905,Three
1714224626000727962,3.55248,0.348748,-0.525446,0.630373,-0.417365,Three
1714224626008707076,3.56776,0.341345,-0.52716,0.649906,-0.441604,Three
1714224626016040501,3.55995,0.332432,-0.52458,0.676623,-0.469653,Three
1714224626023169711,3.57048,0.325387,-0.526267,0.700717,-0.499156,Three
1714224626030682532,3.63549,0.322874,-0.53587,0.700323,-0.502728,Three
1714224626037742684,3.65265,0.316408,-0.537998,0.717692,-0.523749,Three
1714224626044756813,3.61325,0.305085,-0.531554,0.75974,-0.570221,Three
1714224626051563909,3.68397,0.665018,-0.545664,-0.651606,0.965341,Three
1714224626058267608,3.63112,0.647358,-0.537934,-0.643733,0.955126,Three
1714224626065193750,3.64946,0.641865,-0.540938,-0.615988,0.924913,Three
1714224626072615139,3.62202,0.627983,-0.536775,-0.595262,0.898146,Three
1714224626080166741,3.64571,0.622508,-0.540646,-0.566578,0.871779,Three
1714224626087390686,3.62893,0.61048,-0.538114,-0.544003,0.842389,Three
1714224626094587428,3.64159,0.603536,-0.540173,-0.514869,0.810855,Three
1714224626101755423,3.58332,0.584981,-0.531614,-0.514606,0.806377,Three
1714224626109168336,3.54561,0.569317,-0.525664,-0.50137,0.78703,Three
1714224626116361047,3.50612,0.553695,-0.519916,-0.494866,0.776651,Three
1714224626123501563,3.50951,0.545292,-0.520446,-0.472051,0.753191,Three
1714224626130508000,3.54045,0.54075,-0.525079,-0.433934,0.706538,Three
1714224626137534543,3.54195,0.531642,-0.52557,-0.40949,0.678828,Three
1714224626144255282,3.56105,0.525388,-0.52858,-0.381872,0.651628,Three
1714224626151592052,3.47959,0.502532,-0.51453,0.650995,-0.3795,Three
1714224626158350712,3.0014,0.426089,-0.435412,0.83227,-0.552464,Three
1714224626165091650,3.54215,0.493887,-0.525416,-0.321698,0.575344,Three
1714224626171922023,3.54417,0.48471,-0.525954,-0.289172,0.539142,Three
1714224626178727271,3.50565,0.470218,-0.519692,-0.295654,0.541201,Three
1714224626185661628,3.50972,0.461073,-0.520502,-0.269498,0.511462,Three
1714224626192658075,3.56515,0.458194,-0.52906,-0.197259,0.437251,Three
1714224626199996249,3.53931,0.444218,-0.525095,-0.200669,0.432411,Three
1714224626206644677,3.57687,0.439426,-0.530803,-0.134802,0.364396,Three
1714224626212811132,3.57787,0.430784,-0.531048,-0.0887488,0.315366,Three
1714224626219017341,3.531,0.416333,-0.523102,-0.130478,0.355179,Three
1714224626225907066,3.47233,0.39979,-0.513706,-0.167526,0.383931,Three
1714224626231921245,3.49769,0.394162,-0.517856,-0.143579,0.359875,Three
1714224626237977122,3.52319,0.388033,-0.52162,-0.102996,0.313831,Three
1714224626243909763,3.54741,0.382382,-0.525288,-0.0677117,0.272496,Three
1714224626250566471,3.5118,0.368519,-0.519511,-0.078724,0.277389,Three
1714224626256603503,3.52569,0.361133,-0.521902,-0.0157923,0.214399,Three
1714224626262614110,3.4923,0.349498,-0.516456,-0.0841192,0.276496,Three
1714224626269480685,3.4465,0.334264,-0.509088,-0.126288,0.3114,Three
1714224626276316535,3.50339,0.32994,-0.517882,-0.0320923,0.216519,Three
1714224626283799026,3.50707,0.319696,-0.518301,-0.0267326,0.201985,Three
1714224626291010387,3.49683,0.307504,-0.517013,0.17309,-0.00283756,Three
1714224626298077426,3.4862,0.296569,-0.515168,0.0324519,0.135976,Three
1714224626305659669,3.48329,0.285067,-0.514181,0.0134454,0.145051,Three
1714224626312723625,3.5135,0.276577,-0.518356,0.098233,0.0615872,Three
1714224626319816779,3.51732,0.266506,-0.519081,0.155764,-0.0097986,Three
1714224626326460874,3.50951,0.256392,-0.517529,-0.0307682,0.183866,Three
1714224626332534275,3.52234,0.248228,-0.51896,0.0171014,0.127293,Three
1714224626338592172,3.5397,0.240663,-0.52075,0.0150616,0.124523,Three
1714224626345770860,3.54571,0.229841,-0.521436,0.168832,-0.0349147,Three
1714224626353175139,3.54411,0.219436,-0.52135,-0.0518284,0.179561,Three
1714224626360587969,3.5399,0.20785,-0.520174,0.221726,-0.0966241,Three
1714224626367747321,3.59249,0.200939,-0.527489,0.0846983,0.0291311,Three
1714224626374777252,3.54695,0.18828,-0.520267,-0.154882,0.269535,Three
1714224626382578528,3.58739,0.178374,-0.525868,0.230759,-0.119697,Three
1714224626389772784,3.57908,0.167558,-0.523585,0.261191,-0.159279,Three
1714224626396689246,3.53829,0.155452,-0.516989,0.347443,-0.248351,Three
1714224626403608520,3.58134,0.147702,-0.523426,0.319123,-0.226446,Three
1714224626410749120,3.62634,0.138987,-0.530221,0.322848,-0.236445,Three
1714224626417280767,3.62185,0.129487,-0.529,0.342719,-0.25857,Three
1714224626422894869,3.56206,0.119294,-0.519455,0.415032,-0.330221,Three
1714224626428853976,3.57078,0.111254,-0.519523,0.430903,-0.351281,Three
1714224626435630741,3.62453,0.103308,-0.527671,0.41175,-0.339759,Three
1714224626442511232,3.5983,0.0928995,-0.52369,0.454223,-0.383669,Three
1714224626449358703,3.62314,0.0840317,-0.526806,0.467359,-0.40296,Three
1714224626456092401,3.61562,0.0746039,-0.525056,0.496686,-0.434586,Three
1714224626463080021,3.65221,0.0658666,-0.529876,0.498061,-0.441395,Three
1714224626468937381,3.63992,0.057618,-0.527447,0.52741,-0.473053,Three
1714224626474884221,3.49688,0.0481167,-0.503474,-0.552747,0.589137,Three
1714224626481681820,3.64599,0.0410693,-0.527273,0.57435,-0.526995,Three
1714224626487700292,3.68098,0.0332814,-0.531697,0.579943,-0.536337,Three
1714224626493641153,3.67246,0.025413,-0.529445,0.610973,-0.571519,Three
1714224626499269402,3.65203,0.0179362,-0.526228,0.633158,-0.595052,Three
1714224626504920453,3.64023,0.0106089,-0.523665,0.657246,-0.619732,Three
1714224626510803428,3.72827,0.00325195,-0.536805,0.64387,-0.611903,Three
1714224626516613887,3.68829,-0.00411655,-0.529691,0.68296,-0.652129,Three
1714224626523451631,3.69512,-0.0128623,-0.530013,0.699444,-0.672959,Three
1714224626530532753,3.69891,-0.0216652,-0.530063,0.723713,-0.701702,Three
1714224626537614640,3.73901,-0.0307784,-0.535146,0.733981,-0.714221,Three
1714224626544805759,3.79509,-0.0402869,-0.543305,0.74545,-0.731713,Three
1714224626551921224,3.79821,0.304208,-0.541951,-0.704296,0.840002,Three
1714224626558749417,3.74805,0.293085,-0.534026,-0.700696,0.830196,Three
1714224626565515541,3.75275,0.285862,-0.534903,-0.675152,0.80289,Three
1714224626572682482,3.74629,0.277529,-0.533938,-0.650487,0.775935,Three
1714224626580700882,3.73946,0.268186,-0.533121,-0.629895,0.751591,Three
1714224626587350646,3.73404,0.260189,-0.532526,-0.608332,0.726092,Three
1714224626594139401,3.73721,0.252962,-0.533081,-0.591393,0.706856,Three
1714224626601014610,3.75211,0.246021,-0.535424,-0.562486,0.677882,Three
1714224626607785920,3.69874,0.234892,-0.527719,-0.555034,0.664978,Three
1714224626614888714,3.69959,0.22717,-0.528039,-0.53251,0.63624,Three
1714224626621156714,3.70424,0.220292,-0.528229,-0.515337,0.619405,Three
1714224626627142880,3.70824,0.213744,-0.528911,-0.494869,0.594407,Three
1714224626633016153,3.70418,0.206486,-0.528368,-0.469641,0.567826,Three
1714224626639537502,3.6568,0.196627,-0.520817,-0.481593,0.573285,Three
1714224626646875714,3.69217,0.190081,-0.526032,-0.443031,0.530818,Three
1714224626654188034,3.64711,0.179571,-0.519726,-0.444114,0.527552,Three
1714224626661394483,3.7159,0.174209,-0.529943,-0.387944,0.47072,Three
1714224626668636458,3.6694,0.163768,-0.523462,-0.391624,0.470908,Three
1714224626675927228,3.72283,0.157173,-0.530588,-0.336629,0.410193,Three
1714224626682139919,3.66972,0.14789,-0.52311,-0.344816,0.413926,Three
1714224626688018944,3.71207,0.142421,-0.529402,-0.280277,0.345092,Three
1714224626694075363,3.65375,0.133001,-0.520484,-0.316076,0.379313,Three
1714224626700087621,3.66011,0.125653,-0.521629,-0.291147,0.348443,Three
1714224626706097330,3.67006,0.119722,-0.523232,-0.284077,0.340948,Three
1714224626713228824,3.66249,0.110823,-0.522228,-0.252858,0.304351,Three
1714224626720507713,3.72152,0.103008,-0.531005,-0.188797,0.239353,Three
1714224626727281322,3.73577,0.0950028,-0.532656,-0.141416,0.191179,Three
1714224626734573704,3.71988,0.0858658,-0.529713,-0.0891905,0.132814,Three
1714224626741435166,3.67688,0.0771108,-0.522915,-0.169852,0.207992,Three
1714224626748254411,3.65499,0.0684197,-0.519723,-0.173655,0.204761,Three
1714224626755383002,3.63314,0.0592281,-0.516234,-0.230746,0.263195,Three
1714224626762291652,3.72227,0.0521259,-0.529204,0.00842979,0.0203574,Three
1714224626769315699,3.70008,0.0435407,-0.526102,-0.00595309,0.0286118,Three
1714224626776199919,3.69859,0.0356758,-0.52526,-0.0254051,0.0440608,Three
1714224626783539085,3.70125,0.0269228,-0.525839,0.00791497,0.00756672,Three
1714224626790394150,3.68466,0.0181764,-0.522987,-0.0901671,0.100787,Three
1714224626797322085,3.70075,0.0110243,-0.525067,-0.0122687,0.0198472,Three
1714224626804472084,3.7006,0.00234188,-0.524838,-0.0165651,0.0170575,Three
1714224626811545808,3.72951,-0.00529125,-0.529091,0.0153851,-0.0186623,Three
1714224626818645946,3.68481,-0.0133901,-0.522103,0.0928917,-0.0987744,Three
1714224626825899993,3.67913,-0.0207139,-0.521389,-0.18787,0.179628,Three
1714224626833666448,3.62777,-0.0291242,-0.512627,0.223498,-0.234995,Three
1714224626840968089,3.68659,-0.0369222,-0.521137,0.168169,-0.188869,Three
1714224626847869199,3.73376,-0.0437184,-0.527896,0.0693439,-0.0914427,Three
1714224626855591206,3.70494,-0.0507839,-0.523542,0.192013,-0.212848,Three
1714224626862402553,3.66038,-0.0563291,-0.515764,0.250975,-0.273474,Three
1714224626868984062,3.72229,-0.0627578,-0.525616,-0.237919,0.211406,Three
1714224626876061136,3.71019,-0.0682434,-0.523029,0.25241,-0.280735,Three
1714224626883133295,3.70531,-0.0736897,-0.522412,0.263288,-0.293582,Three
1714224626890155782,3.72203,-0.0785806,-0.525067,0.296679,-0.32869,Three
1714224626897125611,3.80722,-0.0849636,-0.538811,0.213215,-0.250331,Three
1714224626904099916,3.77522,-0.0882684,-0.533787,-0.306946,0.269417,Three
1714224626911083454,3.7621,-0.0921641,-0.531894,0.309238,-0.349614,Three
1714224626917984746,3.75144,-0.0960865,-0.530437,0.352798,-0.391418,Three
1714224626925299864,3.71505,-0.0985561,-0.524642,0.386703,-0.428747,Three
1714224626932554570,3.74513,-0.103257,-0.528811,0.39568,-0.436939,Three
1714224626938394128,3.79193,-0.107482,-0.535449,0.380967,-0.42391,Three
1714224626944273258,3.74767,-0.109071,-0.528584,0.430569,-0.474979,Three
1714224626950092458,3.69324,-0.11012,-0.520033,0.483399,-0.525412,Three
1714224626956016573,3.78565,-0.115643,-0.533303,0.446548,-0.490717,Three
1714224626962083895,3.83841,-0.120018,-0.540894,0.443149,-0.491013,Three
1714224626969135567,3.74034,-0.120147,-0.5254,0.517118,-0.561965,Three
1714224626976595977,3.70357,-0.122288,-0.519473,0.552876,-0.602311,Three
1714224626983576177,3.7901,-0.128048,-0.530763,0.541825,-0.592168,Three
1714224626990803194,3.78049,-0.130972,-0.529512,0.575651,-0.624989,Three
1714224626998607413,3.84719,-0.136722,-0.5393,0.567847,-0.619526,Three
1714224627005608552,3.83033,-0.139101,-0.536721,0.602031,-0.653209,Three
1714224627012432708,3.83869,-0.142089,-0.538018,0.623982,-0.676054,Three
1714224627019605191,3.78106,-0.142471,-0.529022,0.664007,-0.714665,Three
1714224627026689328,3.79877,-0.14551,-0.531768,0.683269,-0.734938,Three
1714224627033632632,3.90489,0.207075,-0.544061,-0.759676,0.832434,Three
1714224627040761436,3.82595,0.200154,-0.533599,-0.757631,0.830531,Three
1714224627047699151,3.78864,0.195808,-0.529332,-0.739949,0.815296,Three
1714224627054799287,3.84635,0.195912,-0.539299,-0.697918,0.775266,Three
1714224627061883178,3.74528,0.188675,-0.525845,-0.703059,0.776768,Three
1714224627069230673,3.73786,0.185814,-0.52478,-0.685003,0.759505,Three
1714224627075803272,3.84369,0.189279,-0.542476,-0.624928,0.700889,Three
1714224627082730712,3.79491,0.184917,-0.536283,-0.613815,0.687606,Three
1714224627089525706,3.75106,0.180762,-0.52943,-0.603556,0.679747,Three
1714224627095229753,3.7537,0.179165,-0.530634,-0.581273,0.660432,Three
1714224627100944631,3.69811,0.175328,-0.52342,-0.589893,0.66197,Three
1714224627108696183,3.69985,0.17363,-0.523817,-0.557164,0.631223,Three
1714224627115822169,3.74961,0.174381,-0.531783,-0.514341,0.589911,Three
1714224627122843739,3.70915,0.170497,-0.526136,-0.505146,0.579999,Three
1714224627130569784,3.57081,0.161431,-0.504947,0.602195,-0.523652,Three
1714224627137336171,3.20933,0.144085,-0.447576,0.721448,-0.633379,Three
1714224627143990946,3.65429,0.162652,-0.51887,-0.457213,0.522257,Three
1714224627150204140,3.69155,0.16268,-0.525033,-0.425175,0.49688,Three
1714224627156044793,3.7055,0.161556,-0.527946,-0.384307,0.455653,Three
1714224627163580591,3.66598,0.157579,-0.522311,-0.37558,0.447209,Three
1714224627170696961,3.66671,0.155144,-0.522429,-0.346855,0.421269,Three
1714224627177785689,3.71031,0.154555,-0.530215,-0.278263,0.349217,Three
1714224627185590179,3.64885,0.149423,-0.522124,-0.302695,0.371746,Three
1714224627192624250,3.6575,0.147528,-0.523489,-0.246886,0.317414,Three
1714224627199547039,3.67124,0.145297,-0.525658,-0.255402,0.327426,Three
1714224627207642254,3.65981,0.142013,-0.524084,-0.199535,0.269574,Three
1714224627214920468,3.61621,0.13808,-0.517941,-0.202076,0.271928,Three
1714224627222043183,3.61337,0.13553,-0.519031,-0.21984,0.288093,Three
1714224627229588798,3.61399,0.133049,-0.519089,-0.179931,0.247391,Three
1714224627236901832,3.62206,0.130992,-0.521109,-0.0987297,0.169933,Three
1714224627244266743,3.63042,0.128673,-0.523191,-0.125408,0.195651,Three
1714224627251578369,3.62388,0.126444,-0.522136,-0.0979676,0.165833,Three
1714224627258950583,3.5805,0.122669,-0.515891,-0.103842,0.171773,Three
1714224627266119489,3.60846,0.121297,-0.52064,-0.021216,0.087501,Three
1714224627273588690,3.6134,0.119021,-0.521311,0.0558596,0.0117171,Three
1714224627280880032,3.59503,0.116271,-0.517671,-0.0716885,0.132769,Three
1714224627288260787,3.59027,0.11412,-0.516535,-0.00845004,0.0697215,Three
1714224627295629329,3.57792,0.110676,-0.514628,-0.0594079,0.120483,Three
1714224627302736711,3.58948,0.109424,-0.516118,-0.00962741,0.0735464,Three
1714224627310085557,3.54009,0.10544,-0.508982,-0.109507,0.163052,Three
1714224627317579910,3.57487,0.104259,-0.514855,-0.00122747,0.0590198,Three
1714224627325036308,3.5681,0.101168,-0.51424,0.138592,-0.0786802,Three
1714224627332550429,3.53479,0.0984231,-0.509302,-0.154309,0.219126,Three
1714224627339795765,3.56208,0.096454,-0.51346,0.145801,-0.0882847,Three
1714224627347112776,3.56904,0.0941204,-0.514686,0.166815,-0.112591,Three
1714224627354286608,3.60013,0.0928478,-0.519999,0.0672983,-0.0137221,Three
1714224627361556802,3.57245,0.0895369,-0.516544,0.200564,-0.142179,Three
1714224627368378775,3.56712,0.0876353,-0.515501,-0.157562,0.210835,Three
1714224627375255235,3.55665,0.084239,-0.514585,0.252096,-0.198635,Three
1714224627382023168,3.54344,0.0820032,-0.512455,0.294631,-0.239429,Three
1714224627388936937,3.55822,0.0802811,-0.51486,0.278185,-0.227527,Three
1714224627396158852,3.57064,0.0785386,-0.517185,0.284487,-0.230341,Three
1714224627402904088,3.55886,0.0763388,-0.51498,0.318394,-0.269607,Three
1714224627409790251,3.57544,0.0745322,-0.517772,0.333022,-0.278514,Three
1714224627417226133,3.5848,0.0726742,-0.518555,0.344464,-0.293846,Three
1714224627424346881,3.56702,0.0706337,-0.515936,0.380616,-0.326876,Three
1714224627431410669,3.63935,0.0702617,-0.526663,0.332786,-0.286348,Three
1714224627438606030,3.59331,0.0675887,-0.519242,0.411391,-0.362618,Three
1714224627445663763,3.58513,0.0656939,-0.517848,0.439743,-0.388015,Three
1714224627452391855,3.58318,0.0643309,-0.516893,0.456488,-0.405094,Three
1714224627458946148,3.62296,0.0636728,-0.521911,0.456365,-0.408956,Three
1714224627465811628,3.61924,0.0621074,-0.521485,0.486154,-0.437543,Three
1714224627472645469,3.08402,0.0519438,-0.435138,-0.670804,0.706605,Three
1714224627479462582,3.23991,0.0540796,-0.46025,-0.641052,0.684793,Three
1714224627486405271,3.59735,0.0579623,-0.51752,0.571275,-0.51421,Three
1714224627493559600,3.61346,0.057241,-0.519278,0.580869,-0.526498,Three
1714224627500444700,3.60984,0.0558447,-0.518757,0.606253,-0.553472,Three
1714224627507303617,3.60913,0.0546676,-0.518766,0.629142,-0.575899,Three
1714224627513907975,3.66155,0.0545416,-0.527176,0.630675,-0.577076,Three
1714224627520813476,3.65329,0.0532105,-0.525385,0.656793,-0.604586,Three
1714224627527825868,3.69655,0.0529829,-0.532498,0.664617,-0.61299,Three
1714224627534748014,3.68092,0.0517574,-0.530374,0.69226,-0.640696,Three
1714224627541619625,3.66167,0.0506473,-0.526922,0.727345,-0.673188,Three
1714224627548767568,3.79754,0.408458,-0.547786,-0.720398,0.907226,Three
1714224627555690783,3.80409,0.410311,-0.549594,-0.693627,0.884434,Three
1714224627562776703,3.74503,0.40506,-0.540882,-0.683564,0.875356,Three
1714224627570599958,3.741,0.405211,-0.540281,-0.658355,0.851341,Three
1714224627577847423,3.7431,0.406444,-0.541322,-0.630493,0.824528,Three
1714224627585132035,3.69264,0.402033,-0.534742,-0.619081,0.813568,Three
1714224627592563370,3.74097,0.407876,-0.542644,-0.578354,0.775483,Three
1714224627599818504,3.69114,0.403451,-0.535297,-0.564288,0.760091,Three
1714224627606744246,3.64614,0.398988,-0.528816,-0.562219,0.761828,Three
1714224627614573776,3.70094,0.40566,-0.538453,-0.512118,0.715159,Three
1714224627621440671,3.64247,0.399832,-0.529105,-0.511902,0.713317,Three
1714224627628434675,3.65346,0.401609,-0.531537,-0.487711,0.69092,Three
1714224627635399048,3.63536,0.400018,-0.529342,-0.473662,0.675441,Three
1714224627642101487,3.64261,0.401329,-0.530512,-0.440464,0.644435,Three
1714224627648986592,3.64184,0.401386,-0.530466,-0.416151,0.621415,Three
