t,x,y,z,yaw1,yaw2,label
1714224634200060117,3.40495,1.02454,-0.535786,-0.297551,0.85764,Three
1714224634205928653,3.35275,1.00759,-0.527385,-0.303658,0.8633,Three
1714224634212695217,3.35161,1.0057,-0.528015,-0.281348,0.838478,Three
1714224634219518902,3.35545,1.00508,-0.528688,-0.251281,0.808235,Three
1714224634226356899,3.36084,1.00443,-0.529691,-0.222922,0.784059,Three
1714224634233219524,3.24381,0.967093,-0.509822,-0.26358,0.825473,Three
1714224634240043839,3.03975,0.903737,-0.473661,0.878813,-0.301643,Three
1714224634247559180,3.31817,0.983872,-0.523856,-0.17849,0.734199,Three
1714224634254329653,3.34067,0.987379,-0.528166,-0.136048,0.690463,Three
1714224634261092759,3.31705,0.977012,-0.524642,-0.11965,0.673094,Three
1714224634267888030,3.30726,0.97083,-0.52307,-0.104427,0.65802,Three
1714224634274690291,3.26905,0.95599,-0.51708,-0.120489,0.669137,Three
1714224634281646083,3.34743,0.974697,-0.531055,-0.0241151,0.576494,Three
1714224634288668547,3.34857,0.970661,-0.531209,0.0302348,0.522158,Three
1714224634295310485,3.363,0.970732,-0.534085,0.0721699,0.477391,Three
1714224634302533262,3.36063,0.964503,-0.533497,0.104086,0.448918,Three
1714224634308737186,3.30819,0.945074,-0.525092,0.0693744,0.476971,Three
1714224634314772915,3.26343,0.927458,-0.517341,0.0155831,0.525595,Three
1714224634320695144,3.29935,0.933501,-0.523825,0.0821665,0.459133,Three
1714224634326840817,3.29103,0.925669,-0.522139,0.0964425,0.447427,Three
1714224634333149434,3.29224,0.920552,-0.522448,0.13222,0.410369,Three
1714224634340350105,3.29372,0.913992,-0.522458,0.183193,0.354852,Three
1714224634347374437,3.27038,0.901074,-0.51751,0.119865,0.411469,Three
1714224634354537609,3.29523,0.90138,-0.521457,0.190815,0.340661,Three
1714224634361755974,3.2446,0.880434,-0.512274,0.138112,0.388516,Three
1714224634369171448,3.26239,0.877967,-0.514995,0.196794,0.326922,Three
1714224634376537492,3.2479,0.867174,-0.512352,0.211847,0.307166,Three
1714224634383801784,3.28592,0.870322,-0.518938,0.211304,0.304846,Three
1714224634391028927,3.26411,0.857551,-0.514979,0.301256,0.216908,Three
1714224634398118607,3.24663,0.846987,-0.512239,0.213231,0.301984,Three
1714224634405743027,3.26984,0.84566,-0.51563,0.224855,0.281706,Three
1714224634413078774,3.25182,0.834248,-0.512832,0.308851,0.198822,Three
1714224634420345806,3.25412,0.828832,-0.513048,0.210609,0.292758,Three
1714224634427593433,3.28393,0.829891,-0.518058,0.176914,0.32415,Three
1714224634434889158,3.28066,0.822227,-0.51755,0.330611,0.167428,Three
1714224634441149653,3.29,0.819,-0.519181,0.332758,0.162089,Three
1714224634447124473,3.29106,0.813711,-0.518686,0.344849,0.147059,Three
1714224634454008795,3.30183,0.810461,-0.519793,0.297271,0.188315,Three
1714224634461204419,3.30249,0.804084,-0.520127,0.0865144,0.399336,Three
1714224634468280677,3.29393,0.794941,-0.5187,0.417051,0.0668361,Three
1714224634475413896,3.29208,0.787709,-0.517304,0.453971,0.0314338,Three
1714224634482915131,3.25538,0.771842,-0.51012,0.521801,-0.0415782,Three
1714224634490111275,3.28686,0.772781,-0.515102,-0.0356015,0.513111,Three
1714224634497078193,3.33397,0.776171,-0.522315,0.474689,-0.00272909,Three
1714224634504239616,3.28012,0.75653,-0.512859,0.565393,-0.0935012,Three
1714224634510202334,3.25701,0.744962,-0.508647,0.606649,-0.138835,Three
1714224634515926872,3.28017,0.744179,-0.51162,0.61109,-0.144888,Three
1714224634522492789,3.32336,0.747437,-0.518496,0.591092,-0.129978,Three
1714224634528621550,3.31021,0.737798,-0.515752,0.63423,-0.173656,Three
1714224634534634990,3.28737,0.726394,-0.511427,0.662458,-0.204901,Three
1714224634540615049,3.36479,0.737025,-0.523797,0.637233,-0.187363,Three
1714224634546625479,3.32536,0.722116,-0.517077,0.679652,-0.22701,Three
1714224634552530476,3.38335,0.728126,-0.526157,0.6672,-0.218835,Three
1714224634558840964,3.32199,0.708142,-0.515409,0.725425,-0.278161,Three
1714224634564467677,3.35598,0.709351,-0.520577,0.72754,-0.283393,Three
1714224634570310023,3.22311,0.676142,-0.496821,-0.379587,0.805902,Three
1714224634576099761,3.31903,0.689182,-0.513572,0.78658,-0.351417,Three
1714224634581879162,3.38765,0.697166,-0.524831,0.775452,-0.339239,Three
1714224634588430459,3.4307,0.698979,-0.531196,0.776328,-0.344476,Three
1714224634595336502,3.39182,0.683749,-0.523855,0.818277,-0.389101,Three
1714224634601178034,3.36427,0.671867,-0.518818,0.854784,-0.425689,Three
1714224634606947863,3.39811,0.672567,-0.524088,0.860139,-0.438126,Three
1714224634614203474,3.40986,0.667276,-0.524849,0.882456,-0.462905,Three
1714224634621453606,3.59512,1.06426,-0.557582,-0.565904,1.11516,Three
1714224634628223382,3.55656,1.04726,-0.551691,-0.550901,1.10124,Three
1714224634635176511,3.5452,1.03749,-0.549912,-0.529347,1.07466,Three
1714224634643522890,3.4846,1.013,-0.540792,-0.526755,1.06954,Three
1714224634649892664,3.50536,1.01294,-0.54388,-0.489847,1.02994,Three
1714224634656090820,3.50666,1.00741,-0.544138,-0.474144,1.01191,Three
1714224634663088291,3.47073,0.990715,-0.538037,-0.463146,0.99659,Three
1714224634670423574,3.48422,0.987218,-0.540443,-0.429699,0.965214,Three
1714224634677381322,3.46615,0.975255,-0.537464,-0.411388,0.943444,Three
1714224634684263686,3.48464,0.973732,-0.540661,-0.392268,0.922298,Three
1714224634690051360,3.38429,0.939301,-0.524221,-0.401219,0.924388,Three
1714224634697002443,3.38669,0.933063,-0.52474,-0.382063,0.904843,Three
1714224634703017195,3.4271,0.937584,-0.531239,-0.343908,0.862303,Three
1714224634710025794,3.38733,0.919301,-0.525276,-0.337767,0.853163,Three
1714224634717088659,3.43616,0.924666,-0.533188,-0.300971,0.811616,Three
1714224634724039687,3.48737,0.931095,-0.541365,-0.238741,0.750297,Three
1714224634731465867,3.43361,0.907979,-0.53297,-0.256955,0.760376,Three
1714224634737658064,3.39539,0.890629,-0.526418,-0.251453,0.750582,Three
1714224634743685908,3.39775,0.884129,-0.526904,-0.225962,0.726169,Three
1714224634749730631,3.40843,0.880444,-0.528823,-0.203717,0.701524,Three
1714224634755678780,3.31472,0.849276,-0.512772,-0.230536,0.725244,Three
1714224634761697340,3.35507,0.852537,-0.519234,-0.196109,0.685499,Three
1714224634767577088,3.35376,0.844709,-0.519169,-0.175401,0.656961,Three
1714224634773683969,3.43866,0.858646,-0.533269,-0.0932875,0.578857,Three
1714224634779567977,3.36196,0.832999,-0.519882,-0.137277,0.615421,Three
1714224634786419365,3.35799,0.82356,-0.519337,-0.127199,0.598491,Three
1714224634792083275,3.36517,0.817924,-0.520692,-0.0916143,0.569878,Three
1714224634798135305,3.35842,0.809199,-0.518923,-0.0825054,0.548278,Three
1714224634804023526,3.31313,0.791199,-0.511303,-0.119245,0.578295,Three
1714224634809851095,3.41141,0.807768,-0.526714,0.0145246,0.450584,Three
1714224634815769996,3.36477,0.78941,-0.519485,-0.0432086,0.500344,Three
1714224634821845017,3.36637,0.782001,-0.519152,-0.021702,0.477214,Three
1714224634828286017,3.36692,0.774438,-0.51939,0.000130303,0.454128,Three
1714224634835440559,3.36722,0.765304,-0.518844,0.0245532,0.423861,Three
1714224634842507719,3.36764,0.756598,-0.518979,0.0237655,0.419814,Three
1714224634849417086,3.38994,0.75338,-0.52243,0.163681,0.273235,Three
1714224634856281126,3.3948,0.745599,-0.523453,0.21148,0.222398,Three
1714224634863441800,3.39195,0.736133,-0.522043,0.184785,0.24293,Three
1714224634870325385,3.39168,0.727199,-0.521861,0.173696,0.251773,Three
1714224634877661569,3.40661,0.721108,-0.523679,0.15938,0.258344,Three
1714224634885409337,3.38434,0.705736,-0.520332,0.136754,0.27902,Three
1714224634892529668,3.34349,0.688466,-0.513465,0.0394525,0.373985,Three
1714224634899869537,3.35637,0.681859,-0.51498,0.101565,0.303238,Three
1714224634907407201,3.35624,0.672463,-0.514308,0.0309436,0.36897,Three
1714224634914664913,3.34844,0.661791,-0.513146,-0.0128169,0.410165,Three
1714224634922059733,3.39747,0.661091,-0.520565,0.267877,0.122204,Three
1714224634929388906,3.40369,0.653526,-0.521074,0.204128,0.177159,Three
1714224634936235775,3.36063,0.636607,-0.513513,0.0173558,0.36214,Three
1714224634943170479,3.37113,0.629432,-0.514208,0.390514,-0.0110765,Three
1714224634950370584,3.38223,0.622331,-0.515705,0.393499,-0.0171471,Three
1714224634956745421,3.37615,0.61315,-0.514656,0.404611,-0.0345338,Three
1714224634962691416,3.39518,0.609077,-0.517215,0.410032,-0.0491894,Three
1714224634968985209,3.38579,0.599246,-0.515096,0.442232,-0.0808685,Three
1714224634976094961,3.39292,0.591932,-0.515691,0.459776,-0.105312,Three
1714224634983128004,3.40635,0.58619,-0.517769,-0.113531,0.467364,Three
1714224634990246568,3.41358,0.577557,-0.517439,0.480937,-0.135483,Three
1714224634996709293,3.40795,0.568567,-0.516827,0.509671,-0.166807,Three
1714224635002614274,3.41607,0.562286,-0.518128,0.52065,-0.181366,Three
1714224635008568846,3.46671,0.563317,-0.525376,0.509566,-0.174419,Three
1714224635015615189,3.50501,0.560489,-0.53134,0.497624,-0.169952,Three
1714224635022700141,3.41082,0.53666,-0.515647,0.593764,-0.265473,Three
1714224635029833248,3.41165,0.528123,-0.515039,0.620367,-0.296279,Three
1714224635037075373,3.51446,0.534825,-0.530965,0.575113,-0.261812,Three
1714224635044329313,3.45892,0.51745,-0.521185,0.63693,-0.323923,Three
1714224635051633522,3.45626,0.508291,-0.520339,0.666331,-0.352499,Three
1714224635058025937,3.45377,0.500022,-0.519265,0.687766,-0.379345,Three
1714224635063996365,3.45975,0.493712,-0.519615,0.707626,-0.406409,Three
1714224635069882172,3.41422,0.480358,-0.51211,0.743487,-0.443192,Three
1714224635076045820,3.45856,0.479414,-0.51826,0.748146,-0.450269,Three
1714224635081725436,3.53066,0.482906,-0.529126,0.735632,-0.44019,Three
1714224635087527427,3.49187,0.470403,-0.522615,0.771164,-0.480834,Three
1714224635094512464,3.4617,0.458704,-0.51692,0.805554,-0.520483,Three
1714224635100164163,3.51596,0.45931,-0.525128,0.802975,-0.521098,Three
1714224635106138546,3.49839,0.450108,-0.521876,0.832545,-0.550924,Three
1714224635113016531,3.60765,0.820846,-0.54478,-0.620929,1.03791,Three
1714224635119969863,3.57024,0.803533,-0.53843,-0.607797,1.02107,Three
1714224635127483179,3.56176,0.791872,-0.538029,-0.5843,0.992521,Three
1714224635134737457,3.48688,0.76572,-0.52607,-0.579866,0.986953,Three
1714224635142052098,3.55918,0.771653,-0.537281,-0.534703,0.935592,Three
1714224635149588699,3.51454,0.751856,-0.530716,-0.517347,0.913018,Three
1714224635156783565,3.50668,0.740256,-0.52978,-0.498767,0.888033,Three
1714224635163984660,3.50832,0.730756,-0.530221,-0.479062,0.863683,Three
1714224635171415350,3.50154,0.718912,-0.529284,-0.45277,0.832776,Three
1714224635178369605,3.51012,0.710773,-0.530809,-0.421088,0.799749,Three
1714224635185022174,3.48521,0.696304,-0.526437,-0.410131,0.788897,Three
1714224635191859792,3.49436,0.688118,-0.52806,-0.383114,0.757469,Three
1714224635197711103,3.47692,0.675898,-0.525423,-0.374865,0.739987,Three
1714224635204486000,3.51856,0.674059,-0.531966,-0.336536,0.69707,Three
1714224635211429645,3.36865,0.635718,-0.506493,-0.369637,0.737211,Three
1714224635218394299,2.96069,0.549377,-0.437381,0.871868,-0.500712,Three
1714224635225148329,3.42689,0.626347,-0.516805,-0.314498,0.651937,Three
1714224635231988516,3.49691,0.628547,-0.528008,-0.238742,0.587101,Three
1714224635238831605,3.45524,0.610655,-0.521828,-0.243041,0.581303,Three
1714224635246114854,3.50763,0.608454,-0.5294,-0.173605,0.509187,Three
1714224635253518963,3.40801,0.580016,-0.513705,-0.228957,0.553991,Three
1714224635260748105,3.46458,0.578176,-0.521839,-0.165301,0.48998,Three
1714224635267814529,3.42817,0.561388,-0.51619,-0.160615,0.472219,Three
1714224635274818722,3.46791,0.556957,-0.522851,-0.130478,0.445621,Three
1714224635281749958,3.4643,0.545537,-0.522536,-0.116455,0.423933,Three
1714224635288663861,3.5172,0.542683,-0.530852,0.0522505,0.255789,Three
1714224635295557952,3.47778,0.525397,-0.523869,-0.0303431,0.322406,Three
1714224635303448763,3.44175,0.507715,-0.517834,-0.0596861,0.345343,Three
1714224635310352307,3.45743,0.498399,-0.520573,-0.00347612,0.287186,Three
1714224635317335483,3.45361,0.487707,-0.520147,0.0293732,0.249305,Three
1714224635325520100,3.44874,0.473741,-0.518587,0.195289,0.0741496,Three
1714224635332628835,3.442,0.461178,-0.517136,0.0447025,0.218704,Three
1714224635338881866,3.40725,0.447111,-0.511257,-0.0390838,0.295372,Three
1714224635345981890,3.45503,0.442005,-0.517966,0.127601,0.127722,Three
1714224635353047581,3.43502,0.427896,-0.514243,0.137948,0.111401,Three
1714224635360227251,3.43084,0.415634,-0.513542,0.0682355,0.178247,Three
1714224635367520898,3.42207,0.402883,-0.511579,0.0292217,0.208165,Three
1714224635374949953,3.43399,0.39238,-0.512828,0.117438,0.110624,Three
1714224635382053217,3.42244,0.379705,-0.510559,0.271325,-0.0485376,Three
1714224635389210754,3.37976,0.364213,-0.503577,0.327067,-0.111915,Three
1714224635396416621,3.43914,0.359392,-0.512522,0.243014,-0.0274914,Three
1714224635403565777,3.46221,0.350441,-0.516033,0.210881,-0.00332964,Three
1714224635410319827,3.48605,0.342456,-0.519327,0.0630213,0.135789,Three
1714224635416363338,3.4381,0.328408,-0.511468,-0.0798416,0.277981,Three
1714224635422252487,3.49665,0.324363,-0.519798,0.184662,0.00305534,Three
1714224635428077310,3.48367,0.313824,-0.517755,0.254781,-0.0696069,Three
1714224635434023826,3.44796,0.301335,-0.511866,0.332041,-0.150662,Three
1714224635439834785,3.45529,0.29309,-0.51252,0.33006,-0.154806,Three
1714224635446434840,3.48698,0.285847,-0.516743,0.306959,-0.135648,Three
1714224635452196184,3.51409,0.279312,-0.520841,-0.135358,0.303609,Three
1714224635457927078,3.46935,0.266394,-0.513524,0.379093,-0.212345,Three
1714224635463800659,3.48087,0.258464,-0.514694,0.390997,-0.231262,Three
1714224635469636768,3.44865,0.247445,-0.508742,0.436934,-0.283863,Three
1714224635475478585,3.48064,0.240878,-0.513459,0.431213,-0.280281,Three
1714224635481269095,3.55401,0.237061,-0.524414,0.377509,-0.231526,Three
1714224635488098565,3.53304,0.225246,-0.520229,0.436719,-0.29659,Three
1714224635494974578,3.44192,0.209394,-0.50535,0.519807,-0.384212,Three
1714224635501802189,3.51848,0.204074,-0.516808,0.492907,-0.360487,Three
1714224635508607156,3.55182,0.195777,-0.521195,0.501475,-0.373445,Three
1714224635515562840,3.48527,0.181833,-0.510338,0.558405,-0.434921,Three
1714224635523507851,3.02204,0.148025,-0.432691,-0.659423,0.755679,Three
1714224635530325957,3.44986,0.160135,-0.502736,-0.509972,0.618503,Three
1714224635536096549,3.60358,0.157824,-0.52679,0.56932,-0.460129,Three
1714224635542059029,3.6102,0.149574,-0.527243,0.590123,-0.489493,Three
1714224635548854130,3.55705,0.137773,-0.518744,0.642105,-0.543435,Three
1714224635556401277,3.57365,0.127888,-0.520189,0.660888,-0.566615,Three
1714224635563077924,3.65496,0.121203,-0.532202,0.653308,-0.565458,Three
1714224635570019886,3.60193,0.110066,-0.523593,0.695284,-0.608654,Three
1714224635576908161,3.65262,0.101968,-0.531012,0.704018,-0.625599,Three
1714224635582568790,3.66025,0.0944608,-0.530963,0.717876,-0.64257,Three
1714224635589666788,3.79942,0.446045,-0.551174,-0.706427,0.91495,Three
1714224635596476548,3.79481,0.437398,-0.54975,-0.686317,0.891832,Three
1714224635602342834,3.79696,0.430651,-0.551015,-0.665694,0.869039,Three
1714224635608276318,3.74023,0.417255,-0.542052,-0.662753,0.859571,Three
1714224635614408023,3.74955,0.41082,-0.54377,-0.641924,0.838926,Three
1714224635620606325,3.74317,0.402609,-0.543024,-0.619719,0.811981,Three
1714224635627004558,3.69084,0.38963,-0.535368,-0.616621,0.802345,Three
1714224635634213998,3.64121,0.375693,-0.527544,-0.609579,0.79213,Three
1714224635640372252,3.64941,0.369093,-0.528875,-0.590564,0.773994,Three
1714224635646750940,3.60451,0.356657,-0.521685,-0.581253,0.760295,Three
1714224635653389177,3.70005,0.357871,-0.537314,-0.521524,0.698209,Three
1714224635660263445,3.6494,0.34481,-0.529266,-0.52122,0.694473,Three
1714224635666363349,3.65348,0.337591,-0.529366,-0.504512,0.672806,Three
1714224635672383975,3.66439,0.33106,-0.531291,-0.476498,0.642872,Three
1714224635678174677,3.65276,0.322821,-0.529623,-0.465047,0.626967,Three
1714224635683867383,3.65961,0.316259,-0.530083,-0.44415,0.60071,Three
1714224635690431837,3.64984,0.3073,-0.528733,-0.421437,0.576204,Three
1714224635696487234,3.64789,0.299958,-0.528585,-0.40507,0.557986,Three
1714224635702542620,3.67628,0.294335,-0.533229,-0.385322,0.535319,Three
1714224635708460997,3.66206,0.285993,-0.531264,-0.362964,0.508688,Three
1714224635715534063,3.66456,0.277244,-0.531949,-0.328422,0.473404,Three
1714224635722400461,3.66918,0.269277,-0.532813,-0.308877,0.4499,Three
1714224635728188050,3.67214,0.262393,-0.533491,-0.277028,0.410833,Three
1714224635733931508,3.66765,0.255286,-0.532152,-0.257731,0.389932,Three
1714224635739994099,3.71961,0.250594,-0.540051,-0.200059,0.327206,Three
1714224635745827762,3.66933,0.240007,-0.532146,-0.257274,0.382536,Three
1714224635751732557,3.67123,0.232412,-0.532583,-0.208574,0.329371,Three
1714224635757654825,3.67833,0.226128,-0.533845,-0.179201,0.299939,Three
1714224635763994617,3.66339,0.217,-0.531769,-0.173043,0.285071,Three
1714224635769906253,3.67075,0.20996,-0.532268,-0.19336,0.302606,Three
1714224635776487602,3.66527,0.202121,-0.53163,-0.116428,0.222901,Three
1714224635782406757,3.68276,0.194696,-0.534208,-0.0354748,0.137568,Three
1714224635788293841,3.66732,0.186486,-0.531689,-0.118362,0.216716,Three
1714224635795292580,3.66047,0.177109,-0.530888,-0.0945429,0.187893,Three
1714224635802184422,3.67148,0.169259,-0.532792,-0.00121534,0.0938035,Three
1714224635809376452,3.64515,0.159028,-0.528828,-0.0280211,0.113614,Three
1714224635816021447,3.65189,0.150609,-0.529333,0.0809257,0.000443305,Three
1714224635822995592,3.6757,0.142655,-0.532855,0.0546072,0.0238253,Three
1714224635829737307,3.63103,0.132902,-0.525352,0.195896,-0.122389,Three
1714224635836710286,3.58099,0.122682,-0.517359,-0.169433,0.237664,Three
1714224635843866367,3.61575,0.115046,-0.522483,0.177433,-0.118017,Three
1714224635850990524,3.65054,0.10693,-0.527554,0.069543,-0.0131787,Three
1714224635857892019,3.63823,0.0986188,-0.525785,0.109103,-0.051814,Three
1714224635864727689,3.64668,0.0911458,-0.526486,0.00242065,0.0471991,Three
1714224635871812628,3.62699,0.0820952,-0.523256,-0.0618006,0.109034,Three
1714224635878860548,3.65201,0.0742091,-0.526938,-0.114134,0.160355,Three
1714224635884977124,3.66195,0.0675591,-0.52775,0.0656861,-0.024633,Three
1714224635890881398,3.68184,0.0608622,-0.530946,0.0547012,-0.0186549,Three
1714224635898031981,3.65751,0.0530367,-0.526722,-0.150798,0.186069,Three
1714224635905232242,3.64401,0.0444326,-0.524051,0.211729,-0.181029,Three
1714224635912805280,3.67523,0.0370168,-0.528187,0.190279,-0.168403,Three
1714224635920157415,3.66877,0.0289589,-0.527334,0.260883,-0.239839,Three
1714224635927363298,3.65824,0.0218528,-0.525871,0.258797,-0.241319,Three
1714224635934693453,3.68526,0.0146266,-0.529706,0.279142,-0.260138,Three
1714224635941406685,3.74203,0.00873715,-0.53815,0.240994,-0.227848,Three
1714224635948313416,3.70093,0.0025321,-0.531702,0.305636,-0.29538,Three
1714224635955183609,3.75358,-0.00292186,-0.539529,0.286679,-0.281757,Three
1714224635963471802,3.75321,-0.0093553,-0.539551,0.311525,-0.309616,Three
1714224635970870624,3.75538,-0.0149107,-0.539394,0.33961,-0.340028,Three
1714224635977999727,3.69182,-0.0194152,-0.529432,0.408012,-0.403381,Three
1714224635985428474,3.6961,-0.023747,-0.530064,0.423456,-0.421189,Three
1714224635992500776,3.77956,-0.0284398,-0.542871,0.406098,-0.407482,Three
1714224635999447358,3.74403,-0.0317404,-0.536462,0.449236,-0.454322,Three
1714224636007402145,3.73505,-0.0353067,-0.534996,0.474878,-0.478957,Three
1714224636014455763,3.68961,-0.0382974,-0.526997,0.526054,-0.531472,Three
1714224636020970670,3.72762,-0.041523,-0.532455,0.532917,-0.539971,Three
1714224636027024468,3.72715,-0.0442898,-0.532334,0.547353,-0.554069,Three
1714224636032880914,3.73494,-0.0470653,-0.533698,0.566688,-0.575388,Three
1714224636039347937,3.69425,-0.0493346,-0.526396,0.604679,-0.614572,Three
1714224636046526858,3.78019,-0.053808,-0.538546,0.591965,-0.601803,Three
1714224636053743414,3.76888,-0.056935,-0.536312,0.621711,-0.630048,Three
1714224636060819958,3.81219,-0.0610181,-0.543184,0.628128,-0.638187,Three
1714224636068001184,3.88187,0.295047,-0.55569,-0.763954,0.877828,Three
1714224636074567927,3.90719,0.293202,-0.559344,-0.737705,0.848718,Three
1714224636081454304,3.86299,0.28602,-0.552313,-0.723694,0.833659,Three
1714224636087674158,3.8036,0.278162,-0.543035,-0.714442,0.822861,Three
1714224636093755391,3.76398,0.271966,-0.536659,-0.70789,0.813846,Three
1714224636099850021,3.76306,0.26894,-0.53646,-0.682566,0.786824,Three
1714224636107262208,3.69036,0.25988,-0.525047,-0.683615,0.785969,Three
1714224636114574626,3.71654,0.258035,-0.529196,-0.649395,0.750594,Three
1714224636121852572,3.7091,0.254138,-0.528185,-0.622582,0.725055,Three
1714224636129062428,3.7666,0.255304,-0.538842,-0.574806,0.677849,Three
1714224636136280177,3.71707,0.249178,-0.532549,-0.572389,0.675998,Three
1714224636143197599,3.66559,0.243404,-0.525191,-0.57042,0.672883,Three
1714224636150393454,3.75,0.246784,-0.539607,-0.511959,0.614872,Three
1714224636157237674,3.67086,0.23979,-0.528252,-0.522535,0.623332,Three
1714224636163892832,3.62957,0.235518,-0.52319,-0.510776,0.615834,Three
1714224636170627441,3.70795,0.238797,-0.535963,-0.453788,0.557654,Three
1714224636177410391,3.54198,0.226808,-0.50972,-0.50257,0.611479,Three
1714224636184131264,3.04913,0.19316,-0.430827,0.784393,-0.666642,Three
1714224636191102299,3.61938,0.228148,-0.523174,-0.430561,0.533763,Three
1714224636197867109,3.6233,0.226685,-0.523865,-0.404364,0.508873,Three
1714224636205414927,3.6206,0.224837,-0.523526,-0.381069,0.484666,Three
1714224636212325763,3.66072,0.225774,-0.530076,-0.336178,0.440166,Three
1714224636219509687,3.69487,0.226156,-0.535382,-0.266897,0.3741,Three
1714224636227280367,3.61805,0.219132,-0.524794,-0.30323,0.404358,Three
1714224636234217128,3.61663,0.217198,-0.524672,-0.281349,0.38323,Three
1714224636241437947,3.53879,0.210986,-0.513409,-0.32375,0.427987,Three
1714224636249440459,3.61347,0.213129,-0.525662,-0.246527,0.34773,Three
1714224636257003459,3.54578,0.208001,-0.516091,-0.251936,0.355937,Three
1714224636264196524,3.61164,0.209186,-0.52723,-0.152192,0.256823,Three
1714224636270278323,3.6391,0.209918,-0.531519,-0.118464,0.226571,Three
1714224636277194340,3.57902,0.204631,-0.522623,-0.175325,0.277831,Three
1714224636284233350,3.5942,0.20347,-0.524996,-0.126016,0.231837,Three
1714224636291161621,3.56512,0.20099,-0.521231,-0.108043,0.211896,Three
1714224636298733488,3.56525,0.198396,-0.521332,-0.141789,0.242105,Three
1714224636305657766,3.57225,0.197924,-0.522797,-0.0490063,0.153364,Three
1714224636312595871,3.55161,0.194917,-0.519619,-0.0509251,0.1534,Three
1714224636319685781,3.56977,0.194779,-0.522922,-0.0578283,0.161532,Three
1714224636326605661,3.56681,0.192691,-0.5225,0.00441496,0.101739,Three
1714224636333628751,3.55272,0.190703,-0.520856,0.198794,-0.0965615,Three
1714224636341018995,3.52074,0.188205,-0.516002,-0.0250046,0.127961,Three
1714224636348351867,3.55766,0.188453,-0.522332,0.135744,-0.0340997,Three
1714224636355264830,3.5697,0.188516,-0.524105,0.0343995,0.0711643,Three
1714224636362509469,3.54385,0.186162,-0.520217,-0.00633827,0.116623,Three
1714224636370365741,3.54748,0.184726,-0.520745,0.0943233,0.0135935,Three
1714224636377517396,3.52152,0.18182,-0.517061,0.195246,-0.0839258,Three
1714224636384766365,3.56836,0.183154,-0.524862,0.0356171,0.0690244,Three
1714224636392556712,3.57494,0.182084,-0.525897,0.106318,-0.00166097,Three
1714224636399659057,3.52934,0.178582,-0.519154,-0.112483,0.221663,Three
1714224636407128281,3.59429,0.180413,-0.529053,0.110912,-0.00832914,Three
1714224636414505794,3.51506,0.174831,-0.516979,0.278446,-0.16672,Three
1714224636421544266,3.56494,0.176365,-0.524552,0.196414,-0.0906626,Three
1714224636428732568,3.60359,0.177082,-0.530983,0.191785,-0.0862598,Three
1714224636436390842,3.52883,0.172098,-0.52007,0.307449,-0.197466,Three
1714224636443216209,3.51247,0.170089,-0.517561,0.338265,-0.226289,Three
1714224636449968960,3.59047,0.172572,-0.530212,0.292486,-0.188573,Three
1714224636456832792,3.52553,0.168741,-0.520457,0.369807,-0.261315,Three
1714224636463653466,3.51578,0.167161,-0.518958,0.402264,-0.289921,Three
1714224636470618529,3.57061,0.168929,-0.527186,0.373364,-0.265925,Three
1714224636477594643,3.54989,0.167077,-0.523784,0.414827,-0.302431,Three
1714224636484355964,3.59096,0.168352,-0.529865,0.403924,-0.294163,Three
1714224636491431755,3.55651,0.166211,-0.524231,0.453811,-0.343666,Three
1714224636498440977,3.54938,0.165121,-0.522868,0.487775,-0.373827,Three
1714224636505324413,3.52529,0.16344,-0.518691,0.519495,-0.406134,Three
1714224636512074524,3.52033,0.162874,-0.517101,0.542193,-0.428242,Three
1714224636519106612,3.51746,0.162335,-0.516434,0.570718,-0.456786,Three
1714224636525968305,3.59028,0.16568,-0.527183,0.556511,-0.43951,Three
1714224636532649433,3.50623,0.161534,-0.513223,-0.470115,0.572202,Three
1714224636538479949,3.51667,0.161995,-0.515126,0.625567,-0.515072,Three
1714224636544676378,3.54152,0.162982,-0.520108,0.639385,-0.520952,Three
1714224636551537924,3.59662,0.165375,-0.52903,0.633591,-0.514613,Three
1714224636558408177,3.56263,0.163841,-0.523268,0.673861,-0.552154,Three
1714224636565441996,3.58496,0.164867,-0.52701,0.68731,-0.568401,Three
1714224636571426320,3.58193,0.164841,-0.526516,0.709486,-0.586424,Three
1714224636577129129,3.5824,0.165088,-0.526608,0.727417,-0.602687,Three
1714224636582885992,3.5323,0.162933,-0.518308,0.761901,-0.635591,Three
1714224636588630154,3.64169,0.168446,-0.53543,0.743269,-0.619742,Three
1714224636594524286,3.63199,0.168317,-0.53379,0.768624,-0.642997,Three
1714224636600335557,3.68499,0.171175,-0.541788,0.769643,-0.644794,Three
1714224636605972202,3.68809,0.523856,-0.539882,-0.694142,0.950008,Three
1714224636612340809,3.72281,0.530729,-0.546444,-0.658601,0.916407,Three
1714224636618023934,3.66253,0.523979,-0.538038,-0.654947,0.911384,Three
1714224636624969841,3.68735,0.529889,-0.542002,-0.627209,0.888392,Three
1714224636632152717,3.60007,0.519329,-0.529076,-0.624906,0.888941,Three
1714224636639365563,3.62044,0.524503,-0.533322,-0.596458,0.858737,Three
1714224636646051864,3.67442,0.534406,-0.542081,-0.557359,0.824721,Three
1714224636653089879,3.67773,0.536748,-0.543462,-0.525897,0.797465,Three
1714224636659939469,3.58421,0.52479,-0.52935,-0.535766,0.805236,Three
